First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Faculty of Economics, University of Lugano, via Lambertenghi 10a, 6904, Lugano, Switzerland E-mail: blepori@usi.ch","Lepori, Benedetto",usi,10.1007/s11024-013-9235-9,https://doi.org/10.1007/s11024-013-9235-9,,"The Socio-Political Construction of a European Census of Higher Education Institutions: Design, Methodological and Comparability Issues",,"Lepori, Benedetto;Bonaccorsi, Andrea",2013,Minerva,"Faculty of Economics, University of Lugano, via Lambertenghi 10a, 6904, Lugano, Switzerland E-mail: blepori@usi.ch;University of Pisa, Pisa, Italy",Springer Netherlands,2018-09-01,51,3,271,293,0026-4695,1573-1871,copyright,"Springer Science+Business Media Dordrecht, 2013",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1102401392359,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401392359&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401392359&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401392359&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Galleria 2, 6928, Manno, Switzerland E-mail: roberto@idsia.ch","Montemanni, Roberto",usi,10.1007/s10623-011-9551-8,https://doi.org/10.1007/s10623-011-9551-8,,A new table of permutation codes,,"Smith, Derek H.;Montemanni, Roberto",2012,"Designs, Codes and Cryptography","Division of Mathematics and Statistics, University of Glamorgan, CF37 1DL, Pontypridd, Wales, UK E-mail: dhsmith@glam.ac.uk;Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Galleria 2, 6928, Manno, Switzerland E-mail: roberto@idsia.ch",Springer US; http://www.springer-ny.com,,63,2,241,253,0925-1022,1573-7586,copyright,"Springer Science+Business Media, LLC, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1062301195518,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301195518&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301195518&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301195518&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute for Economic Research (IRE), University of Lugano, Lugano, Switzerland The Rimini Centre for Economic Analysis, Rimini, Italy E-mail: roberto.patuelli@usi.ch","Patuelli, Roberto",usi,10.1007/s10109-010-0133-5,https://doi.org/10.1007/s10109-010-0133-5,,Neural networks for regional employment forecasts: are the parameters relevant?,,"Patuelli, Roberto;Reggiani, Aura;Nijkamp, Peter;Schanne, Norbert",2011,Journal of Geographical Systems,"Institute for Economic Research (IRE), University of Lugano, Lugano, Switzerland The Rimini Centre for Economic Analysis, Rimini, Italy E-mail: roberto.patuelli@usi.ch;Department of Economics, University of Bologna, Bologna, Italy E-mail: aura.reggiani@unibo.it;Department of Spatial Economics, VU University Amsterdam, Amsterdam, The Netherlands E-mail: pnijkamp@feweb.vu.nl;Institute for Employment Research (IAB), Nuremberg, Germany E-mail: Norbert.Schanne@iab.de",Springer-Verlag,,13,,67,85,1435-5930,1435-5949,copyright,"Springer-Verlag, 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1010901001335,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1010901001335&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1010901001335&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1010901001335&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Management, University of Lugano, Via Buffi 13, 6900, Lugano, Switzerland E-mail: kovacsb@usi.ch","Kovács, Balázs",usi,10.1007/s10588-010-9064-4,https://doi.org/10.1007/s10588-010-9064-4,,Niche width and scale in organizational competition: A computational approach,,"Kovács, Balázs;Carroll, Glenn R.",2010,Computational and Mathematical Organization Theory,"Institute of Management, University of Lugano, Via Buffi 13, 6900, Lugano, Switzerland E-mail: kovacsb@usi.ch;Graduate Scholl of Business, Stanford University, 518 Memorial Way, 94305, Stanford, CA, USA E-mail: carroll_glenn@gsb.stanford.edu",Springer US; http://www.springer-ny.com,,16,1,29,60,1381-298X,1572-9346,copyright,"Springer Science+Business Media, LLC, 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1058801090644,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058801090644&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058801090644&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058801090644&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091, Zurich, Switzerland Department of Neurology, Neurocenter (EOC) of Southern Switzerland, Ospedale Civico, Via Tesserete 46, 6903, Lugano, Switzerland E-mail: claudio.bassetti@eoc.ch","Bassetti, Claudio L.",usi,10.1007/s00415-011-5922-3,https://doi.org/10.1007/s00415-011-5922-3,,Sleepwalking in Parkinson’s disease: a questionnaire-based survey,,"Oberholzer, Michael;Poryazova, Rositsa;Bassetti, Claudio L.",2011,Journal of Neurology,"Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091, Zurich, Switzerland Department of Clinical Neurosciences, Division of Neurorehabilitation, University of Geneva, Avenue de Beau-Séjour 26, 1211, Geneva 14, Switzerland;Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091, Zurich, Switzerland;Department of Neurology, University Hospital Zurich, Frauenklinikstrasse 26, 8091, Zurich, Switzerland Department of Neurology, Neurocenter (EOC) of Southern Switzerland, Ospedale Civico, Via Tesserete 46, 6903, Lugano, Switzerland E-mail: claudio.bassetti@eoc.ch",Springer-Verlag,,258,7,1261,1267,0340-5354,1432-1459,copyright,"Springer-Verlag, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0041501159223,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041501159223&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041501159223&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0041501159223&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Galleria 2, 6928, Manno-Lugano, Switzerland E-mail: janos.barta@supsi.ch","Barta, János",usi,10.1007/s10589-009-9281-2,https://doi.org/10.1007/s10589-009-9281-2,,Minimum power multicasting in wireless networks under probabilistic node failures,,"Barta, János;Leggieri, Valeria;Montemanni, Roberto;Nobili, Paolo;Triki, Chefi",2011,Computational Optimization and Applications,"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Galleria 2, 6928, Manno-Lugano, Switzerland E-mail: janos.barta@supsi.ch;Dipartimento di Matematica, Università del Salento, 73100, Lecce, Italy;Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Galleria 2, 6928, Manno-Lugano, Switzerland;Dipartimento di Matematica, Università del Salento, 73100, Lecce, Italy;Dipartimento di Matematica, Università del Salento, 73100, Lecce, Italy",Springer US; http://www.springer-ny.com,,49,1,193,212,0926-6003,1573-2894,copyright,"Springer Science+Business Media, LLC, 2009",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1058900992812,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058900992812&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058900992812&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1058900992812&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"IDSIA, Galleria 2, 6928, Manno, Switzerland E-mail: monaldo@idsia.ch","Mastrolilli, Monaldo",usi,10.1007/s00607-003-0029-z,https://doi.org/10.1007/s00607-003-0029-z,,Notes on Max Flow Time Minimization with Controllable Processing Times,,"Mastrolilli, Monaldo",2003,Computing,"IDSIA, Galleria 2, 6928, Manno, Switzerland E-mail: monaldo@idsia.ch",Springer-Verlag,,71,4,375,386,0010-485X,1436-5057,copyright,"Springer-Verlag Wien, 2003",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s006070030029z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s006070030029z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s006070030029z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s006070030029z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Abteilung für Stochastik, Universität Bonn, 53115, Bonn, Germany BiBoS Research Centre, Bielefeld, Germany CERFIM, Locarno and Acc. Arch, USI, Switzerland Dip. Matematica, Università di Trento, Italy E-mail: albeverio@uni-bonn.de","Albeverio, Sergio",usi,10.1007/s00220-003-0923-4,https://doi.org/10.1007/s00220-003-0923-4,,Small Mass Implies Uniqueness of Gibbs States of a Quantum Crystal,,"Albeverio, Sergio;Kondratiev, Yuri;Kozitsky, Yuri;Röckner, Michael",2003,Communications in Mathematical Physics,"Abteilung für Stochastik, Universität Bonn, 53115, Bonn, Germany BiBoS Research Centre, Bielefeld, Germany CERFIM, Locarno and Acc. Arch, USI, Switzerland Dip. Matematica, Università di Trento, Italy E-mail: albeverio@uni-bonn.de;Fakultät für Mathematik, Universität Bielefeld, Germany BiBoS Research Centre, Bielefeld, Germany Institute of Mathematics, Kiev, Ukraine E-mail: kondrat@mathematik.uni-bielefeld.de;Instytut Matematyki, Uniwersytet Marii Curie-Sklodowskiej, 20-031, Lublin, Poland E-mail: jkozi@golem.umcs.lublin.pl;Fakultät für Mathematik, Universität Bielefeld, Germany E-mail: roeckner@mathematik.uni-bielefeld.de",Springer-Verlag,,241,1,69,90,0010-3616,1432-0916,copyright,"Springer-Verlag Berlin Heidelberg, 2003",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0022000309234,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000309234&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000309234&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0022000309234&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Informatics, University of Lugano (USI), Via Guiseppe Buffi 13, 6904, Lugano, Switzerland E-mail: langheinrich@acm.org","Langheinrich, Marc",usi,10.1007/s00779-008-0213-4,https://doi.org/10.1007/s00779-008-0213-4,,A survey of RFID privacy approaches,,"Langheinrich, Marc",2009,Personal and Ubiquitous Computing,"Faculty of Informatics, University of Lugano (USI), Via Guiseppe Buffi 13, 6904, Lugano, Switzerland E-mail: langheinrich@acm.org",Springer-Verlag,,13,,413,421,1617-4909,1617-4917,copyright,"Springer-Verlag London Limited, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0077900802134,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0077900802134&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0077900802134&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0077900802134&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Communication & Health, University of Lugano (CH), Lugano, Switzerland E-mail: peter.schulz@lu.unisi.ch","Schulz, Peter J.",usi,10.1007/s10503-008-9086-y,https://doi.org/10.1007/s10503-008-9086-y,,Arguing ‘for’ the Patient: Informed Consent and Strategic Maneuvering in Doctor–Patient Interaction,,"Schulz, Peter J.;Rubinelli, Sara",2008,Argumentation,"Institute of Communication & Health, University of Lugano (CH), Lugano, Switzerland E-mail: peter.schulz@lu.unisi.ch;Institute of Communication & Health, University of Lugano (CH), Lugano, Switzerland",Springer Netherlands,,22,3,423,432,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s105030089086y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030089086y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030089086y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030089086y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Communication and Health (ICH) School of Communication Sciences, University of Lugano, Via Buffi 15, 6904, Lugano, CH, Switzerland E-mail: peter.schulz@lu.unisi.ch","Schulz, Peter Johannes",usi,10.1007/s00038-007-5127-9,https://doi.org/10.1007/s00038-007-5127-9,,An internet-based approach to enhance self-management of chronic low back pain in the Italian-speaking population of Switzerland: results from a pilot study,,"Schulz, Peter Johannes;Rubinell, Sara;Hartung, Uwe",2007,International Journal of Public Health,"Institute of Communication and Health (ICH) School of Communication Sciences, University of Lugano, Via Buffi 15, 6904, Lugano, CH, Switzerland E-mail: peter.schulz@lu.unisi.ch;Institute of Communication and Health (ICH) School of Communication Sciences, University of Lugano, Via Buffi 15, 6904, Lugano, CH, Switzerland;Institut für Demoskopie Allensbach, Allensbach, Germany",Birkhäuser-Verlag; www.birkhäuser.ch,,52,5,286,294,1661-8556,1420-911X,copyright,"Birkhäuser Verlag, Basel, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0003800751279,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800751279&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800751279&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800751279&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lugano, Switzerland and Università del Salento, via G. Buffi 13, CH-6904, Lugano E-mail: gianluca.cassese@lu.unisi.ch","Cassese*, Gianluca",usi,10.1007/s10255-007-0394,https://doi.org/10.1007/s10255-007-0394,,Yan Theorem in L ∞ with Applications to Asset Pricing,,"Cassese*, Gianluca",2007,"Acta Mathematicae Applicatae Sinica, English Series","University of Lugano, Switzerland and Università del Salento, via G. Buffi 13, CH-6904, Lugano E-mail: gianluca.cassese@lu.unisi.ch",Springer-Verlag,,23,4,551,562,0168-9673,1618-3932,copyright,"Springer-Verlag Berlin Heidelberg, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s102550070394,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102550070394&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102550070394&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102550070394&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@lu.unisi.ch","Fornara, Nicoletta",usi,10.1007/s10458-006-0017-8,https://doi.org/10.1007/s10458-006-0017-8,,Agent communication and artificial institutions,,"Fornara, Nicoletta;Viganò, Francesco;Colombetti, Marco",2007,Autonomous Agents and Multi-Agent Systems,"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@lu.unisi.ch;Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: francesco.vigano@lu.unisi.ch;Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland Politecnico di Milano, piazza Leonardo Da Vinci 32, Milano, Italy E-mail: marco.colombetti@lu.unisi.ch",Kluwer Academic Publishers,,14,,121,142,1387-2532,1573-7454,copyright,"Springer Science+Business Media, LLC, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1045800600178,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1045800600178&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1045800600178&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1045800600178&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: andrea.rocci@lu.unisi.ch","Rocci, Andrea",usi,10.1007/s10503-007-9033-3,https://doi.org/10.1007/s10503-007-9033-3,,Comments on ‘Don’t Say That!’,,"Rocci, Andrea",2006,Argumentation,"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: andrea.rocci@lu.unisi.ch",Kluwer Academic Publishers,,20,,511,517,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050300790333,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790333&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790333&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790333&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
